Gopal Das ,-0.04683684210526316
Shreshth Vashist,-0.0499125
25550717,-0.0657
Nimrita Koul Pandita,0.07193333333333335
Maheswar Deka,0.030702439024390252
Rayees Dar,-0.0435909090909091
Purushesh Naad,-0.2521
Vidyasagar Paul,0.000881609195402296
Sruthi Inguva,-0.12225000000000001
Kaushlendra Singh ,0.08523333333333333
Wani Absar,0.23515555555555556
Satish Gupte ,-0.014
Gani Kaak,-0.2416857142857143
Alqama Pervez ,-0.296
Vivek Kumar ,-0.17839999999999998
Jerrin Koduvath,0.796
8860088,-0.296
Usman Ghazi ,0.4606
Padmanabhan Venkatesan ,0.005899999999999994
Abhishek Singh ,0.01139999999999998
Ravi Kant ,-0.13465
Avdhesh Pandey,0.3012
Malik Fahd,-0.0625
Ankush Sharma ,0.12589999999999998
16981544,0.146
28708693,-0.2334
Arsalan Shah ,0.04906666666666667
Sayed Khalid Faredie,0.006071098265895957
25275880,-0.148
Irshad Bhat ,0.014056521739130438
Rahul Adak,0.1832
Gaurav ,-0.031665384615384616
Sibte Ali,-0.054900000000000004
Gyan Rohra,0.07547222222222222
11463447,-0.1601
Rajat Gupta ,0.11534999999999998
Paras Sharma ,0.22039999999999998
Mayur Manudhanya,-0.3697
11625091,-0.17
Gunjan Kalita ,0.05147500000000001
Saksham Bathla ,-0.16025
Mohammad Noor Alam ,-0.3712
Jamal Siddiqui,0.1679
Kevin Mathew ,-0.2444090909090909
Shaswat Nayak ,0.18364999999999998
Jatinpal Singh,0.27153
Vishrut Dinesh,0.2168
Shashi Kanth ,-0.24278333333333335
Sahask,-0.009550000000000003
Lokvikyath Kurugundla,-0.0917
Shanu Khan ,-0.23873333333333333
Mukesh Sharma ,0.0599
Anzar Shah ,-0.17375000000000002
Pratik Kale ,-0.03203333333333333
John Cena ,0.0852
Anand Kaul ,0.09367727272727273
Ruddy Raar,-0.3663
18500024,-0.1722
Musa Zargar,0.028933333333333335
11143945,-0.0917
11469882,-0.9128
Joseph Boyle,-0.08912500000000001
Umar Suharwardy ,-0.08028571428571428
Parray Saleem,0.05646857142857143
Sagar Hindustani,0.51495
Kamal Gupta ,-0.053525
25224720,-0.25
Vinam Singh,-0.02424444444444444
Abhishek Mittal ,0.032
Nalin Savara,0.46804999999999997
Giridharan Velamore ,0.02447678571428571
Debabrata Roy,-0.033985714285714286
Ravi Bhat ,0.02738333333333332
Fazal Bhat,-0.10551594202898547
Aboo Umar,-0.0794
Sheikh Shehzad Muhammad Al Lateef ,-0.09365
Danish ,0.08254999999999997
Sashank Rangarajan,-0.19735
Ankit Nagpal,-0.087
Jivrajsingh Sandhu,-0.11416666666666668
Nirmal Vachhani,-0.002262068965517242
Ankit Sharma ,-0.10014999999999999
Faisal Shafi ,0.0425
Owais Owais ,-0.0256
20039456,0.0616
Nikita Prashar,-0.5863
10338930,0.9151
Kaushalendra Rajput ,-0.22089999999999999
Jaidev Joshi,0.018866666666666667
Saswat Routroy,-0.1773
Rajan Jamwal,-0.015913888888888887
Lateef Sagar,-0.2651
Aanehi Mundra,0.1719
Umang Mathur ,-0.1097
